     Datum;      5 aus 50;   EZ;  Spieleinsatz; Anz. Kl. 1;   Quote Kl. 1; Anz. Kl. 2;   Quote Kl. 2; Anz. Kl. 3;   Quote Kl. 3; Anz. Kl. 4;   Quote Kl. 4; Anz. Kl. 5;   Quote Kl. 5; Anz. Kl. 6;   Quote Kl. 6; Anz. Kl. 7;   Quote Kl. 7; Anz. Kl. 8;   Quote Kl. 8; Anz. Kl. 9;   Quote Kl. 9;Anz. Kl. 10;  Quote Kl. 10;Anz. Kl. 11;  Quote Kl. 11;Anz. Kl. 12;  Quote Kl. 12
12.08.2022;14;46;38;32;34; 2; 5; 43.951.694,00;          1; 45.691.514,80;          4;    472.480,70;          5;    213.165,70;         50;      3.516,10;        748;        293,70;      1.863;        129,70;      1.715;        102,50;     24.956;         22,40;     33.298;         18,80;     68.897;         17,20;    135.865;         10,90;    446.451;          9,90
16.08.2022;17;32;34; 4;49; 4; 9; 18.555.956,00;    Jackpot; 10.000.000,00;          1;    797.906,10;          5;     89.996,30;         28;      2.650,80;        353;        262,80;        947;        107,70;        727;        102,00;     12.765;         18,50;     14.181;         18,50;     29.085;         17,20;     64.054;          9,70;    197.236;          9,50
19.08.2022;13;32;41; 4;39; 6; 8; 37.880.100,00;          1; 16.818.418,00;          4;    407.211,00;          6;    153.098,70;         28;      5.411,40;        656;        288,70;      1.350;        154,30;      1.210;        125,20;     20.342;         23,70;     26.463;         20,30;     54.884;         18,60;    113.080;         11,30;    392.428;          9,70
23.08.2022; 9;21;39; 2;18; 4;10; 17.765.462,00;    Jackpot; 10.000.000,00;          4;    199.121,20;          2;    199.121,20;         10;      7.106,10;        337;        263,50;        675;        144,70;        760;         93,50;      8.969;         25,20;     13.441;         18,80;     30.963;         15,40;     46.107;         13,00;    185.288;          9,70
26.08.2022;37; 6; 2;18;29;10;12; 36.763.246,00;    Jackpot; 16.617.384,28;          4;    395.204,80;         14;     63.679,10;         14;     10.503,70;        491;        374,30;        835;        242,10;      1.675;         87,70;     10.970;         42,70;     20.724;         25,20;     70.333;         17,40;     57.767;         17,40;    294.470;         12,60
30.08.2022;45;18;27;49;41; 9; 7; 19.123.646,00;          1; 20.059.640,50;          1;    822.316,70;          6;     77.291,40;         18;      4.249,60;        296;        323,00;        757;        138,90;        575;        133,00;      9.992;         24,40;     13.985;         19,50;     26.271;         19,50;     55.197;         11,60;    197.823;          9,80
02.09.2022;11;22; 5; 2;24;12; 7; 35.560.256,00;    Jackpot; 10.000.000,00;          5;    305.818,20;         16;     53.896,00;         22;      6.465,50;        835;        222,60;        842;        222,60;      2.250;         63,20;     11.154;         40,60;     29.755;         17,00;     79.328;         15,80;     56.656;         15,80;    372.388;          9,60
06.09.2022;10;38; 6;11;20; 3; 9; 18.448.652,00;    Jackpot; 13.320.757,36;          2;    413.557,20;          1;    413.557,20;         13;      5.676,50;        343;        268,90;        826;        122,80;        731;        100,90;     12.206;         19,20;     14.811;         17,70;     31.662;         15,70;     64.515;          9,60;    206.748;          9,00
09.09.2022;26;43;18; 9;41; 9; 4; 37.431.412,00;          1; 20.058.411,50;          2;    804.775,30;          3;    302.570,50;         40;      3.743,10;        609;        307,30;      1.721;        119,60;      1.261;        118,70;     24.757;         19,60;     26.720;         19,60;     54.528;         18,50;    131.217;          9,60;    397.661;          9,50
13.09.2022;40;20;22;34;26;12; 8; 17.720.342,00;    Jackpot; 10.000.000,00;          1;    761.974,70;          1;    429.718,20;          9;      7.875,70;        230;        385,20;        404;        241,20;        541;        131,00;      6.189;         36,50;     10.325;         24,40;     25.663;         18,60;     32.162;         18,50;    158.309;         11,30
16.09.2022;41;16;27;45;25; 3; 9; 36.179.570,00;    Jackpot; 16.512.322,60;          1;  1.555.721,50;          6;    146.225,70;         32;      4.522,40;        519;        348,50;      1.529;        134,00;      1.035;        134,00;     23.609;         20,20;     24.566;         20,20;     48.917;         19,90;    130.891;          9,60;    374.488;          9,60
20.09.2022;36; 2;40;13;22; 3; 5; 18.959.928,00;    Jackpot; 19.925.109,64;    Jackpot;    815.276,90;          4;    114.944,50;         11;      6.894,50;        331;        286,40;        781;        133,50;        661;        114,70;     11.282;         21,40;     14.462;         18,60;     28.206;         18,10;     61.129;         10,40;    208.555;          9,20
23.09.2022;39;20;38;30;44;12; 2; 38.044.794,00;    Jackpot; 26.773.172,56;          2;  1.225.601,50;          3;    307.528,70;         17;      8.951,70;        396;        480,30;        787;        265,80;      1.097;        138,70;     11.191;         43,30;     19.087;         28,40;     50.966;         20,60;     60.945;         20,60;    304.079;         12,60
27.09.2022;44;31;26;15;23; 1; 8; 21.022.594,00;    Jackpot; 30.557.239,48;          1;    903.971,50;          4;    127.449,40;         17;      4.946,40;        359;        292,70;        795;        145,40;        777;        108,20;     10.514;         25,40;     15.153;         19,70;     33.827;         16,70;     56.110;         12,60;    214.040;          9,90
30.09.2022;17;15; 8;12;46; 8; 1; 41.179.100,00;    Jackpot; 37.969.477,48;          2;    885.350,60;          2;    499.296,50;         36;      4.575,40;        665;        309,60;      1.569;        144,30;      1.371;        120,10;     24.206;         21,60;     32.054;         18,30;     66.894;         16,60;    122.096;         11,30;    459.626;          9,00
04.10.2022;48;49;17;42;43; 3; 7; 22.203.112,00;    Jackpot; 41.966.037,64;          2;    477.366,90;          4;    134.606,30;         21;      4.229,10;        307;        361,60;        944;        137,30;        592;        137,30;     16.133;         20,70;     13.548;         20,70;     28.185;         20,70;     95.321;          9,50;    218.665;          9,50
07.10.2022;30;16;17;35;26; 3; 9; 43.656.826,00;    Jackpot; 49.824.266,32;    Jackpot;  1.877.243,52;          1;  1.058.678,00;         36;      4.850,70;        617;        353,70;      1.819;        137,80;      1.190;        137,80;     28.826;         19,80;     30.640;         19,80;     62.551;         18,80;    160.942;          9,40;    463.250;          9,40
11.10.2022;36;47;39; 7;35; 8; 3; 25.861.952,00;    Jackpot; 54.479.417,68;          3;    996.435,80;          3;    209.050,70;         18;      5.747,10;        343;        376,90;      1.191;        124,60;        780;        124,60;     17.277;         19,60;     18.245;         19,60;     37.941;         18,40;     93.535;          9,50;    274.076;          9,50
14.10.2022;10;44; 5; 8; 3;12; 7; 48.665.654,00;    Jackpot; 63.747.452,92;          4;    523.155,70;         12;     98.345,10;         22;      8.848,30;        890;        273,40;      1.212;        220,80;      2.387;         81,50;     16.505;         37,50;     35.231;         19,60;     95.542;         16,20;     86.263;         16,20;    488.633;         10,10
18.10.2022;50;34;18;13;24; 6; 5; 30.210.630,00;    Jackpot; 71.395.573,50;          1;  1.299.057,00;          2;    366.303,80;         24;      5.035,10;        479;        315,30;      1.075;        154,50;        968;        124,80;     16.659;         23,10;     23.009;         18,70;     47.004;         17,30;     85.687;         11,80;    333.873;          9,10
21.10.2022; 2;11;49;47;18; 2; 7; 56.088.390,00;    Jackpot; 82.890.844,40;          4;    602.950,10;          6;    226.690,50;         57;      3.936,00;        883;        317,60;      2.826;        116,90;      1.730;        116,90;     40.022;         18,80;     41.263;         18,80;     79.557;         18,80;    205.185;          9,20;    620.866;          9,10
25.10.2022;17;39;26;37;35; 4; 3; 39.027.448,00;    Jackpot; 92.493.325,04;          3;    559.393,40;          5;    189.283,10;         35;      4.460,20;        759;        257,00;      1.551;        138,30;      1.424;        109,60;     20.582;         24,10;     33.925;         16,80;     61.687;         16,80;    105.272;         12,50;    446.475;          8,80
28.10.2022;21;30; 4; 5;43; 5;11; 75.601.106,00;    Jackpot;107.896.780,28;          3;  1.083.615,80;         10;    183.332,60;         46;      6.574,00;      1.104;        342,30;      1.998;        208,10;      2.598;        116,30;     29.719;         32,40;     48.706;         22,10;    118.795;         17,10;    158.997;         16,00;    713.537;         10,70
01.11.2022;39;44;32;18;42; 7; 4; 54.854.434,00;    Jackpot;120.000.000,00;          2;  1.794.887,20;          5;    266.044,00;         63;      3.482,80;        898;        305,40;      2.620;        115,60;      1.887;        115,60;     35.956;         19,50;     39.987;         19,50;     83.467;         17,70;    190.890;          9,80;    560.148;          9,80
04.11.2022;40; 9; 7;48;49; 7; 8; 97.737.056,00;    Jackpot;120.000.000,00;          5;  4.865.344,00;          8;    296.265,40;         60;      6.515,80;      1.349;        362,20;      3.314;        162,20;      2.714;        144,00;     49.987;         24,90;     67.454;         20,60;    130.582;         20,20;    268.471;         12,20;  1.086.581;          9,10
08.11.2022;38;17;35;23;15; 9; 4; 72.223.568,00;          1;120.000.000,00;         17;  1.209.751,50;         33;     53.073,30;        167;      1.729,90;      1.878;        192,20;      4.425;         89,70;      3.726;         77,50;     51.317;         17,90;     65.400;         15,70;    132.770;         14,60;    244.939;          9,90;    819.307;          8,90
11.11.2022;28;11;15;24;41;12; 3; 44.153.598,00;    Jackpot; 11.266.100,74;          5;    379.720,90;          3;    356.908,20;         30;      5.887,10;        637;        346,50;        993;        244,50;      1.602;        110,20;     14.931;         37,70;     29.049;         21,60;     73.542;         17,60;     78.305;         17,60;    421.433;         10,60
15.11.2022; 7; 1;48;33;11; 9;12; 23.631.608,00;    Jackpot; 17.532.895,94;          2;    508.079,50;          3;    191.022,10;         14;      6.751,80;        384;        307,70;        594;        218,80;        946;         99,90;      8.403;         35,80;     16.202;         20,70;     44.982;         16,00;     44.408;         16,00;    226.053;         10,60
18.11.2022;28;13;14;25;42;12;11; 41.637.486,00;    Jackpot; 26.100.767,48;          1;  1.790.411,90;          7;    144.244,10;         18;      9.252,70;        424;        491,00;        876;        261,40;      1.725;         96,50;     12.601;         42,10;     20.264;         29,20;     83.335;         16,80;     66.766;         16,80;    283.926;         14,80
22.11.2022;23;20;11;37;46; 9;11; 24.294.386,00;    Jackpot; 32.381.437,88;          1;  1.044.658,60;          8;     73.642,30;          9;     10.797,50;        381;        318,80;        663;        201,50;        913;        106,40;      9.466;         32,70;     16.409;         21,00;     39.806;         16,70;     48.150;         16,70;    230.774;         10,60
